,     ,mediaID,groundTruth,labels_detectron,labels_megadetector,labels_openpose,accuracy_detectron,accuracy_megadetector,accuracy_openpose
1273,1273,2f5ef15b-5739-4445-9e42-a78972db1202,1,1,1,0,0.971960247,0.858,0
1274,1274,2f5ef15b-5739-4445-9e42-a78972db1202,1,1,1,0,0.886173427,0.858,0
1275,1275,2f618a49-5828-45a5-a927-464ff8d662a9,0,0,0,0,0,0,0
1276,1276,2f618a49-5828-45a5-a927-464ff8d662a9,0,0,0,0,0,0,0
1277,1277,2f678481-0eb0-4020-a427-422eb5ad500f,0,0,0,0,0,0,0
1278,1278,2f8eadbf-5922-4dfa-a6f8-1ca141c1977d,1,1,1,0,0.960983455,0.886,0
1279,1279,2f8eadbf-5922-4dfa-a6f8-1ca141c1977d,1,1,1,0,0.960983455,0.886,0
1280,1280,2f96636c-4acb-4038-911b-3d84aebd866b,1,1,0,1,0.997122228,0,0.2136018
1281,1281,2f96636c-4acb-4038-911b-3d84aebd866b,1,1,0,1,0.997122228,0,0.2136018
1282,1282,2f9ed710-5687-422e-9f87-672db4be7408,0,1,0,0,0.860734046,0,0
1283,1283,2fa88514-6f4b-4874-8454-2660a0534d39,1,1,1,1,0.993583381,0.832,0.179723273
1284,1284,2fae1114-c40e-4bae-a9f9-d8407fd27d87,0,0,0,0,0,0,0
1285,1285,2fb0cb9d-a8d6-4168-aef9-17acabb9b096,0,0,0,0,0,0,0
1286,1286,2fb4cf0c-df0f-40e1-b119-b0470a43d6b2,0,0,0,0,0,0,0
1287,1287,2fba4905-0ec7-42a9-bb31-e56148dc1338,0,0,0,0,0,0,0
1288,1288,2fbcbd30-135b-4bd1-a427-4de6a1c11b5d,0,1,0,1,0.806843758,0,0.226432189
1289,1289,2fbcbd30-135b-4bd1-a427-4de6a1c11b5d,0,1,0,1,0.806843758,0,0.226432189
1290,1290,2fbcddeb-b2f6-4607-8515-7514b47cbbec,0,0,0,0,0,0,0
1291,1291,2fc8b309-fcda-46aa-8219-c1a3c0dbacbb,0,0,0,0,0,0,0
1292,1292,2fc8b309-fcda-46aa-8219-c1a3c0dbacbb,0,1,0,0,0.593057096,0,0
1293,1293,2febc0f1-d8df-4ece-8f3e-ad616f703831,0,0,0,0,0,0,0
1294,1294,2ffae004-fbe0-4e7a-b2e6-cfa1b2466b0f,0,0,0,0,0,0,0
1295,1295,2fff0103-7e0f-4f34-b9e9-54f5c33cf6cc,1,1,1,0,0.596840262,0.903,0
1296,1296,30012c91-21dc-4301-9f24-30fc7f108f82,0,0,1,1,0,0.807,0.341773019
1297,1297,30012c91-21dc-4301-9f24-30fc7f108f82,0,1,1,1,0.967492282,0.807,0.341773019
1298,1298,30012c91-21dc-4301-9f24-30fc7f108f82,0,1,1,1,0.967277527,0.807,0.341773019
1299,1299,30012c91-21dc-4301-9f24-30fc7f108f82,0,1,1,1,0.963424146,0.807,0.341773019
1300,1300,30012c91-21dc-4301-9f24-30fc7f108f82,0,1,1,1,0.963424146,0.807,0.341773019
1301,1301,30012c91-21dc-4301-9f24-30fc7f108f82,0,1,1,1,0.963424146,0.807,0.341773019
1302,1302,30012c91-21dc-4301-9f24-30fc7f108f82,0,1,1,1,0.777770042,0.807,0.341773019
1303,1303,30012c91-21dc-4301-9f24-30fc7f108f82,0,1,1,1,0.777770042,0.807,0.341773019
1304,1304,301ab9e6-2f7f-4f66-b579-232af1431842,0,0,0,0,0,0,0
1305,1305,301bebd2-7e34-4c18-8856-1b424f1e580f,0,0,0,0,0,0,0
1306,1306,3037785f-912f-494f-a148-8324cd5ecf11,1,1,0,0,0.918269813,0,0
1307,1307,3037785f-912f-494f-a148-8324cd5ecf11,1,1,0,0,0.918269813,0,0
1308,1308,3037785f-912f-494f-a148-8324cd5ecf11,1,1,0,0,0.585889339,0,0
1309,1309,303bce1d-7a30-4156-acfe-364f566f69c0,0,0,0,0,0,0,0
1310,1310,3063aef3-d688-4b4b-a7fd-0d43c8e289f3,0,0,0,1,0,0,0.23166283
1311,1311,3075a449-cf20-4fe1-9617-b9ce19a40d3a,0,0,0,0,0,0,0
1312,1312,3075a449-cf20-4fe1-9617-b9ce19a40d3a,0,0,0,0,0,0,0
1313,1313,30846ccf-0c0f-4be7-ac7b-5dc401de41bf,0,0,0,1,0,0,0.170648487
1314,1314,30846ccf-0c0f-4be7-ac7b-5dc401de41bf,0,0,0,1,0,0,0.170648487
1315,1315,308eb6d5-5e26-4ec0-aada-04262fdd8127,0,0,0,1,0,0,0.216017816
1316,1316,30c6189d-6dc1-4eae-8dc9-5af24c08ee52,0,0,0,1,0,0,0.185796155
1317,1317,30cb50c3-4194-4d1e-9a43-183d38a937c8,0,0,0,0,0,0,0
1318,1318,30d86fce-fc0c-4b23-8da9-c265a1883f20,1,0,0,1,0,0,0.269278152
1319,1319,30d86fce-fc0c-4b23-8da9-c265a1883f20,1,0,0,1,0,0,0.269278152
1320,1320,30d86fce-fc0c-4b23-8da9-c265a1883f20,1,0,0,1,0,0,0.269278152
1321,1321,30fb5842-c875-4394-8847-7a62b9555bcd,0,0,0,0,0,0,0
1322,1322,30fc342c-a21b-494d-ac9d-5691af401297,1,1,1,1,0.69497323,0.35,0.288130891
1323,1323,31212825-88dc-4835-a018-d8657300117a,0,0,0,0,0,0,0
1324,1324,3121cd33-f279-4ed0-9993-ef32dc2e7f63,0,0,0,0,0,0,0
1325,1325,3121cd33-f279-4ed0-9993-ef32dc2e7f63,0,0,0,0,0,0,0
1326,1326,3121cd33-f279-4ed0-9993-ef32dc2e7f63,0,0,0,0,0,0,0
1327,1327,312a5b9b-c1f5-4c3c-a7b4-575e9df38506,1,1,1,1,0.997515917,0.829,0.448265789
1328,1328,314f7473-71c0-4879-bba8-c8d81843c04e,1,1,1,0,0.867637932,0.958,0
1329,1329,316be0ea-546d-49c1-a800-571df235a21a,0,0,0,1,0,0,0.259712039
1330,1330,317fc0cf-7956-4629-8187-7b3072360afd,0,0,0,0,0,0,0
1331,1331,31886b4d-7aa2-48a2-ba25-540db74f383b,0,0,0,0,0,0,0
1332,1332,3192351e-588b-4e78-9ec3-056f12f66e00,0,0,0,0,0,0,0
1333,1333,31a4f777-cd90-491e-bc50-a87b2acdf53a,0,0,0,1,0,0,0.197881163
1334,1334,31a4f777-cd90-491e-bc50-a87b2acdf53a,0,0,0,1,0,0,0.197881163
1335,1335,31a4f777-cd90-491e-bc50-a87b2acdf53a,0,0,0,1,0,0,0.197881163
1336,1336,31b0b980-48a7-404d-a909-e76d792d394c,1,1,0,0,0.957465827,0,0
1337,1337,31b0b980-48a7-404d-a909-e76d792d394c,1,1,0,0,0.957465827,0,0
1338,1338,31b0b980-48a7-404d-a909-e76d792d394c,1,1,0,0,0.522652924,0,0
1339,1339,31b3a277-ea1e-48e8-906b-413b2b4910a0,1,1,1,0,0.982348382,0.888,0
1340,1340,31b3a277-ea1e-48e8-906b-413b2b4910a0,1,1,1,0,0.815818548,0.888,0
1341,1341,31b3a277-ea1e-48e8-906b-413b2b4910a0,1,1,1,0,0.776940048,0.888,0
1342,1342,31b3a277-ea1e-48e8-906b-413b2b4910a0,1,1,1,0,0.776940048,0.888,0
1343,1343,31b4e861-1ada-4d88-a436-d106772d0f19,0,0,0,0,0,0,0
1344,1344,31c72f92-7402-4ef3-97e1-a8377ee0dbe5,0,0,0,0,0,0,0
1345,1345,320d998e-f162-4e1c-949e-5e25c144c1cc,1,1,1,0,0.962103903,0.844,0
1346,1346,320d998e-f162-4e1c-949e-5e25c144c1cc,1,1,1,0,0.960915208,0.844,0
1347,1347,320d998e-f162-4e1c-949e-5e25c144c1cc,1,1,1,0,0.615504742,0.844,0
1348,1348,320d998e-f162-4e1c-949e-5e25c144c1cc,1,1,1,0,0.593464255,0.844,0
1349,1349,320d998e-f162-4e1c-949e-5e25c144c1cc,1,1,1,0,0.539034545,0.844,0
1350,1350,321dc8b8-b906-41e7-9535-3c98686f5260,0,0,0,0,0,0,0
1351,1351,325e1428-68d1-4f24-a7d1-715392835726,0,1,0,1,0.539755285,0,0.274136454
1352,1352,325f6b51-111a-48b3-a8e3-e73d6963ba75,0,0,0,0,0,0,0
1353,1353,325f6b51-111a-48b3-a8e3-e73d6963ba75,0,0,0,0,0,0,0
1354,1354,3260b5bb-f57f-40dc-b1cc-388358c166fd,0,0,0,0,0,0,0
1355,1355,326c9e07-1391-42e9-a706-c8880fe1e8a5,0,0,0,0,0,0,0
1356,1356,326c9e07-1391-42e9-a706-c8880fe1e8a5,0,0,0,0,0,0,0
1357,1357,326c9e07-1391-42e9-a706-c8880fe1e8a5,0,0,0,0,0,0,0
1358,1358,326d630e-16e0-4578-a113-e256723ba80e,0,0,0,0,0,0,0
1359,1359,326d630e-16e0-4578-a113-e256723ba80e,0,0,0,0,0,0,0
1360,1360,326ea11a-1c75-4807-8bf8-4f9a687982c6,0,0,0,0,0,0,0
1361,1361,327854ef-6708-4cd3-a634-203b3b010792,0,0,0,0,0,0,0
1362,1362,328bac74-6469-4e7d-9bd8-5cc691ffb9e8,0,0,0,0,0,0,0
1363,1363,328bac74-6469-4e7d-9bd8-5cc691ffb9e8,0,0,0,0,0,0,0
1364,1364,3297a82b-d4a1-405e-b162-abc405770d36,0,0,0,0,0,0,0
1365,1365,3297a82b-d4a1-405e-b162-abc405770d36,0,0,0,0,0,0,0
1366,1366,3297a82b-d4a1-405e-b162-abc405770d36,0,0,0,0,0,0,0
1367,1367,3297a82b-d4a1-405e-b162-abc405770d36,0,0,0,0,0,0,0
1368,1368,3297a82b-d4a1-405e-b162-abc405770d36,0,1,0,0,0.500573158,0,0
1369,1369,32a33a3c-eb04-45ff-b1a8-e1428447f1d1,0,0,0,0,0,0,0
1370,1370,32adec74-bf9c-46fc-85ed-20a089add4af,0,0,0,1,0,0,0.180705444
1371,1371,32b3c884-0f72-4016-ab84-04ba668d5cf4,0,0,0,0,0,0,0
1372,1372,32b3c884-0f72-4016-ab84-04ba668d5cf4,0,0,0,0,0,0,0
1373,1373,32c33923-96fc-4d4b-a184-532d1c853407,0,0,0,0,0,0,0
1374,1374,32c33923-96fc-4d4b-a184-532d1c853407,0,0,0,0,0,0,0
1375,1375,32ca64d4-9229-4593-aca0-de8e6639292b,1,1,1,1,0.941965282,0.916,0.326943109
1376,1376,32ca64d4-9229-4593-aca0-de8e6639292b,1,1,1,1,0.881827235,0.916,0.326943109
1377,1377,32ca64d4-9229-4593-aca0-de8e6639292b,1,1,1,1,0.827302158,0.916,0.326943109
1378,1378,32ca64d4-9229-4593-aca0-de8e6639292b,1,1,1,1,0.81472069,0.916,0.326943109
1379,1379,32ca64d4-9229-4593-aca0-de8e6639292b,1,1,1,1,0.77458024,0.916,0.326943109
1380,1380,32ca64d4-9229-4593-aca0-de8e6639292b,1,1,1,1,0.767594755,0.916,0.326943109
1381,1381,32ca64d4-9229-4593-aca0-de8e6639292b,1,1,1,1,0.767594755,0.916,0.326943109
1382,1382,32ca64d4-9229-4593-aca0-de8e6639292b,1,1,1,1,0.74059236,0.916,0.326943109
1383,1383,32ca64d4-9229-4593-aca0-de8e6639292b,1,1,1,1,0.685044885,0.916,0.326943109
1384,1384,32ca64d4-9229-4593-aca0-de8e6639292b,1,1,1,1,0.584065974,0.916,0.326943109
1385,1385,32e4158b-a1c0-43ed-a207-9d70f9ae029b,0,0,0,0,0,0,0
1386,1386,3307ed48-b769-46c8-a101-1e447fa0664c,0,0,0,0,0,0,0
1387,1387,33198cf6-a31c-4bde-a750-859cd590ed2c,0,0,0,0,0,0,0
1388,1388,332757b3-6f97-4611-8711-1f7fa39e4208,0,0,0,0,0,0,0
1389,1389,33350164-ee7b-4a90-9ef0-23b3caab001f,0,0,0,0,0,0,0
1390,1390,33512590-234d-4249-81ef-3f6e74ac5d4c,0,0,1,0,0,0.722,0
1391,1391,335a4432-7bf2-45b3-8aeb-b927c0f0455f,0,0,0,1,0,0,0.284823712
1392,1392,335f3b5d-17ae-49d1-a677-c0adaf550bfe,1,1,1,1,0.944752336,0.897,0.192107235
1393,1393,3363aabe-016f-4246-85fa-2249e3a32a86,0,0,0,0,0,0,0
1394,1394,336b6f5c-8c84-4cf6-b0f2-1077b11abe84,0,0,0,0,0,0,0
1395,1395,336fd561-6e00-4b6a-923c-470edcef069a,0,0,0,0,0,0,0
1396,1396,3373f72f-c533-4485-ab4e-8740bd9daa0b,0,0,0,1,0,0,0.206983887
1397,1397,33841678-c34a-4d34-bded-b5a27ff1ef42,0,0,0,1,0,0,0.313550452
1398,1398,33853573-954e-4764-8d5e-a3e0d6daa31f,0,0,0,0,0,0,0
1399,1399,33853cc7-a0bd-452a-a7b2-9da1c519356a,0,0,1,1,0,0.933,0.271473214
1400,1400,33853cc7-a0bd-452a-a7b2-9da1c519356a,0,0,1,1,0,0.933,0.271473214
1401,1401,3389e4e4-bc59-4f35-a05c-d196096a1b40,0,0,0,0,0,0,0
1402,1402,3398ff56-60e8-44ab-b09c-a76ad1869c64,1,1,1,0,0.904410601,0.756,0
1403,1403,3398ff56-60e8-44ab-b09c-a76ad1869c64,1,1,1,0,0.904410601,0.756,0
1404,1404,33b4663e-521e-409d-a5dd-16c547a233e7,0,0,0,0,0,0,0
1405,1405,33e5e271-fea6-409d-93dd-8f4b8c1f4d9a,0,0,0,0,0,0,0
1406,1406,33ef9688-74b8-4b59-8156-0124775128c8,1,0,0,0,0,0,0
1407,1407,33ef9688-74b8-4b59-8156-0124775128c8,1,1,0,0,0.552167177,0,0
1408,1408,34050a85-9a49-4294-b49a-c42daae8a7e9,1,1,1,0,0.892798483,0.928,0
1409,1409,34050a85-9a49-4294-b49a-c42daae8a7e9,1,1,1,0,0.892798483,0.928,0
1410,1410,34050a85-9a49-4294-b49a-c42daae8a7e9,1,1,1,0,0.892798483,0.928,0
1411,1411,340586a6-f640-493c-a16b-2f52d7779782,0,0,0,0,0,0,0
1412,1412,341befe4-1e7c-47c0-8dc5-78e63d6a63d5,0,0,0,0,0,0,0
1413,1413,34234d6d-c24d-4314-89fb-6daefeb21ca9,0,0,0,1,0,0,0.271715556
1414,1414,342f59b8-0e2b-4428-8895-67eb3cc5c83d,0,0,0,1,0,0,0.181665656
1415,1415,342f59b8-0e2b-4428-8895-67eb3cc5c83d,0,0,0,1,0,0,0.181665656
1416,1416,342f59b8-0e2b-4428-8895-67eb3cc5c83d,0,1,0,1,0.586577654,0,0.181665656
1417,1417,3435b534-0b90-4bb4-b7e5-8c737c6a5413,1,1,1,0,0.990153611,0.952,0
1418,1418,3435b534-0b90-4bb4-b7e5-8c737c6a5413,1,1,1,0,0.885744035,0.952,0
1419,1419,3435b534-0b90-4bb4-b7e5-8c737c6a5413,1,1,1,0,0.885744035,0.952,0
1420,1420,343e5f83-d89a-4894-9019-aa8b9b0b3809,0,1,0,1,0.590284348,0,0.283348978
1421,1421,343e5f83-d89a-4894-9019-aa8b9b0b3809,0,1,0,1,0.590284348,0,0.283348978
1422,1422,343e5f83-d89a-4894-9019-aa8b9b0b3809,0,1,0,1,0.590284348,0,0.283348978
1423,1423,34424946-cb17-42c2-9c7a-cd2a6b85d1f9,0,0,0,0,0,0,0
1424,1424,34476741-47bb-478e-9b4a-dfe80e3a2750,0,0,0,0,0,0,0
1425,1425,3448caeb-1f6e-48cc-b55b-b9ae1deb82a5,0,0,0,0,0,0,0
1426,1426,3456fcb3-a94e-4643-8c74-fcdc01712cfd,0,1,0,0,0.64425993,0,0
1427,1427,3456fcb3-a94e-4643-8c74-fcdc01712cfd,0,1,0,0,0.64425993,0,0
1428,1428,346039b2-f88a-4b3b-a53a-506b31146943,0,0,0,0,0,0,0
1429,1429,3465eda3-813a-4d23-839b-8c6a09fb414e,0,0,0,0,0,0,0
1430,1430,346cbed6-172f-4a95-bad5-757cb908a89e,0,0,0,0,0,0,0
1431,1431,347fc663-2363-4ac4-bca9-0b1b6557eb6e,0,0,0,0,0,0,0
1432,1432,34839652-4e95-4c59-a75a-3ded61d11aa9,1,1,1,0,0.98749733,0.92,0
1433,1433,34a0a5a7-5cf4-469f-a85c-db8294ad65a2,0,0,0,1,0,0,0.145179437
1434,1434,34a0a5a7-5cf4-469f-a85c-db8294ad65a2,0,0,0,1,0,0,0.145179437
1435,1435,34a3ba75-d22f-4823-b5c5-3d9003fb6598,1,1,0,0,0.927506089,0,0
1436,1436,34a3ba75-d22f-4823-b5c5-3d9003fb6598,1,1,0,0,0.639888644,0,0
1437,1437,34a3ba75-d22f-4823-b5c5-3d9003fb6598,1,1,0,0,0.639888644,0,0
1438,1438,34c0fd76-d9d8-400b-a960-7b9457309a52,1,1,1,1,0.997986555,0.859,0.586868896
1439,1439,34c0fd76-d9d8-400b-a960-7b9457309a52,1,1,1,1,0.997986555,0.859,0.586868896
1440,1440,34d49332-8c55-4a48-b810-ff3faef986c6,0,0,0,1,0,0,0.224040581
1441,1441,34ddaf62-e4a8-418f-ac0a-dbff7181aa1a,1,1,1,0,0.83941859,0.775,0
1442,1442,34fa296e-be6a-4325-a1d1-37ad4238aede,1,1,0,0,0.963662267,0,0
1443,1443,34fa296e-be6a-4325-a1d1-37ad4238aede,1,1,0,0,0.963662267,0,0
1444,1444,34fd8b29-86f7-4278-b1b8-e87f2ad2a2d0,1,1,1,0,0.513757885,0.82,0
1445,1445,3537c4fd-016d-4140-a296-dca074650171,0,0,0,0,0,0,0
1446,1446,3537c4fd-016d-4140-a296-dca074650171,0,0,0,0,0,0,0
1447,1447,353b6a11-bbe9-4d0a-88e6-ecd54e7c2382,0,0,0,0,0,0,0
1448,1448,353d23a8-095b-450d-9ab6-29296202facb,0,1,0,1,0.854727983,0,0.239130409
1449,1449,353d23a8-095b-450d-9ab6-29296202facb,0,1,0,1,0.683210671,0,0.239130409
1450,1450,355ee14f-93e7-4358-bab0-779ebefb5d9e,0,1,0,0,0.532004118,0,0
1451,1451,3560d54d-e530-459f-b811-d43cbdf6b96d,0,0,0,0,0,0,0
1452,1452,35643b3e-4e9c-48a2-b352-75dcaab87c66,0,0,0,0,0,0,0
1453,1453,35643b3e-4e9c-48a2-b352-75dcaab87c66,0,0,0,0,0,0,0
1454,1454,356d15af-0fa7-4ff8-95fd-2c3b39b74c5f,0,0,0,0,0,0,0
1455,1455,357d5687-d9c7-4df5-85bb-198c56616590,1,1,1,0,0.989489734,0.664,0
1456,1456,3597f3d8-0021-42b2-892c-9663c5aa9f4b,0,0,0,0,0,0,0
1457,1457,35a54496-a2a2-4bdf-b83a-ecc8b641f334,0,0,0,1,0,0,0.200210992
1458,1458,35bf974e-98a6-48ec-ba59-672e5102754b,1,1,1,0,0.959814072,0.94,0
1459,1459,35bf974e-98a6-48ec-ba59-672e5102754b,1,1,1,0,0.765322328,0.94,0
1460,1460,35ca128b-a153-49a7-beac-250557aaaac3,1,1,1,0,0.975523651,0.872,0
1461,1461,35ca128b-a153-49a7-beac-250557aaaac3,1,1,1,0,0.567932606,0.872,0
1462,1462,35cf2ebe-5ee3-467f-9191-da29c188b67c,0,0,0,0,0,0,0
1463,1463,35d4d099-9e4b-40b3-a5e7-bc49e5b1e1dc,0,0,0,0,0,0,0
1464,1464,35de39d7-467d-4539-8ebc-4950ea815946,0,0,0,0,0,0,0
1465,1465,35f569db-03ec-4667-99f2-80590b4b3170,1,1,1,1,0.992965341,0.916,0.194040619
1466,1466,35f569db-03ec-4667-99f2-80590b4b3170,1,1,1,1,0.992965341,0.916,0.194040619
1467,1467,35f569db-03ec-4667-99f2-80590b4b3170,1,1,1,1,0.992965341,0.916,0.194040619
1468,1468,35f59042-9a91-471c-9643-ff4dff55f1ab,1,1,1,0,0.940353513,0.857,0
1469,1469,3600e7b3-8ee3-4198-96b2-0fbb3e8b75cb,0,0,0,0,0,0,0
1470,1470,3600e7b3-8ee3-4198-96b2-0fbb3e8b75cb,0,0,0,0,0,0,0
1471,1471,3600e7b3-8ee3-4198-96b2-0fbb3e8b75cb,0,0,0,0,0,0,0
1472,1472,36018bb7-5502-43b4-9531-0242efb8a9d3,0,0,0,0,0,0,0
1473,1473,3610a290-29dd-4cf6-81c3-bbce6b8d5918,0,0,0,1,0,0,0.25057324
1474,1474,3610a290-29dd-4cf6-81c3-bbce6b8d5918,0,0,0,1,0,0,0.25057324
1475,1475,3623f889-b382-4d0e-a5de-d012564e6b8f,0,0,0,1,0,0,0.241856611
1476,1476,3623f889-b382-4d0e-a5de-d012564e6b8f,0,0,0,1,0,0,0.241856611
1477,1477,36273d11-e318-441c-8c04-9bd85de84a30,0,0,0,1,0,0,0.2267773
1478,1478,362fa5a9-4af5-4bbd-8a58-3b5655810bb0,0,0,1,0,0,0.54,0
1479,1479,3637068f-b385-4382-a81b-c7490258bef1,0,0,0,0,0,0,0
1480,1480,3637068f-b385-4382-a81b-c7490258bef1,0,0,0,0,0,0,0
1481,1481,363c83d7-0787-42b7-bc45-556e9508ab73,0,0,0,0,0,0,0
1482,1482,363c83d7-0787-42b7-bc45-556e9508ab73,0,0,0,0,0,0,0
1483,1483,363ca431-7a93-4db6-89ad-f59ee14ac154,0,0,0,0,0,0,0
1484,1484,363ca431-7a93-4db6-89ad-f59ee14ac154,0,0,0,0,0,0,0
1485,1485,36461d5e-6772-492f-91f1-532f75e57afb,0,0,0,1,0,0,0.223362023
1486,1486,366ad425-bca4-4e16-9ed5-4fc60ebe2789,0,0,0,0,0,0,0
1487,1487,3677fb1d-e1cf-4374-b9aa-9868a9772765,0,0,0,0,0,0,0
1488,1488,3677fb1d-e1cf-4374-b9aa-9868a9772765,0,0,0,0,0,0,0
1489,1489,368ea43f-c94a-4346-b457-78d10cf5b675,0,0,0,1,0,0,0.187048395
1490,1490,369489ff-da9e-40ea-9ba7-6185322fb57b,0,0,0,0,0,0,0
1491,1491,369489ff-da9e-40ea-9ba7-6185322fb57b,0,0,0,0,0,0,0
1492,1492,369489ff-da9e-40ea-9ba7-6185322fb57b,0,0,0,0,0,0,0
1493,1493,36a791c7-bdda-4d33-b2af-7a4556f2ade4,0,0,0,1,0,0,0.278482596
1494,1494,36b7f65f-32be-483f-9aa6-40f532c991be,0,0,0,0,0,0,0
1495,1495,36c92e5f-1e0f-407d-add6-00f16f90697d,0,0,0,1,0,0,0.202782402
1496,1496,36d95fe1-6521-4c43-8b11-b560492d790f,0,0,0,0,0,0,0
1497,1497,36ee70b5-46a2-421d-b25f-794a858a03dd,1,1,0,0,0.726270556,0,0
1498,1498,36ee70b5-46a2-421d-b25f-794a858a03dd,1,1,0,0,0.584671915,0,0
1499,1499,36fbc22a-a602-4ecc-b434-6f201e76f1a1,0,0,0,0,0,0,0
1500,1500,37086630-b0ea-4090-a68c-c6aa5b5e04d4,0,0,0,0,0,0,0
1501,1501,37086630-b0ea-4090-a68c-c6aa5b5e04d4,0,0,0,0,0,0,0
1502,1502,37086630-b0ea-4090-a68c-c6aa5b5e04d4,0,0,0,0,0,0,0
1503,1503,371cd48d-4739-408d-b7a5-bdef2abe758f,1,1,1,1,0.951156557,0.845,0.162700112
1504,1504,371cd48d-4739-408d-b7a5-bdef2abe758f,1,1,1,1,0.951156557,0.845,0.162700112
1505,1505,371e3d5d-1491-435d-93c6-0af4d2af8738,1,1,1,0,0.989840448,0.949,0
1506,1506,37216932-815b-4db2-a9ab-e2afb12973ab,0,0,0,0,0,0,0
1507,1507,373c60fa-618f-4ec2-a17e-fe9aa60d0834,1,1,1,0,0.978965461,0.699,0
1508,1508,37408c24-8830-4c0a-913d-db66559b90ba,0,0,0,0,0,0,0
1509,1509,374aa7b0-2604-44a5-9d9a-7b1efa5d480e,0,1,0,0,0.549725711,0,0
1510,1510,374f933c-6ec9-4d96-b885-92fcc8a41e16,1,1,0,1,0.992278814,0,0.682627118
1511,1511,376262c5-c89e-4222-a04f-bdd20a626fb5,0,0,0,1,0,0,0.219625092
1512,1512,376f0b6e-01e9-4cb8-9165-67ed990a574d,0,0,0,1,0,0,0.316757837
1513,1513,376f0b6e-01e9-4cb8-9165-67ed990a574d,0,1,0,1,0.989618957,0,0.316757837
1514,1514,376f0b6e-01e9-4cb8-9165-67ed990a574d,0,1,0,1,0.979471385,0,0.316757837
1515,1515,376f0b6e-01e9-4cb8-9165-67ed990a574d,0,1,0,1,0.977643013,0,0.316757837
1516,1516,376f0b6e-01e9-4cb8-9165-67ed990a574d,0,1,0,1,0.974360645,0,0.316757837
1517,1517,376f0b6e-01e9-4cb8-9165-67ed990a574d,0,1,0,1,0.971921623,0,0.316757837
1518,1518,376f0b6e-01e9-4cb8-9165-67ed990a574d,0,1,0,1,0.970732272,0,0.316757837
1519,1519,376f0b6e-01e9-4cb8-9165-67ed990a574d,0,1,0,1,0.966111064,0,0.316757837
1520,1520,376f0b6e-01e9-4cb8-9165-67ed990a574d,0,1,0,1,0.678528845,0,0.316757837
1521,1521,376f0b6e-01e9-4cb8-9165-67ed990a574d,0,1,0,1,0.617336988,0,0.316757837
1522,1522,376f0b6e-01e9-4cb8-9165-67ed990a574d,0,1,0,1,0.587616324,0,0.316757837
1523,1523,37840e2e-8cf2-465d-909b-dc5e83b9f7b9,0,0,1,0,0,0.954,0
1524,1524,37869eff-6060-4c78-9c73-14299df6489b,1,1,1,0,0.996523261,0.902,0
1525,1525,37869eff-6060-4c78-9c73-14299df6489b,1,1,1,0,0.996523261,0.902,0
1526,1526,37c17225-700b-4ebd-a81f-3e3083dbdc09,0,0,0,0,0,0,0
1527,1527,37d1e5b2-2cae-4b24-a1aa-f8351b171e38,0,0,0,0,0,0,0
1528,1528,37db368a-0c1a-4f53-9ae1-3e4779928a8c,0,1,1,0,0.807026565,0.246,0
1529,1529,37dc673d-0840-435b-93f9-ebb7aa5cc364,0,0,0,0,0,0,0
1530,1530,37dc673d-0840-435b-93f9-ebb7aa5cc364,0,0,0,0,0,0,0
1531,1531,37ea31f8-7f8a-4143-be9a-8fefee17c73a,0,0,0,0,0,0,0
1532,1532,37ea31f8-7f8a-4143-be9a-8fefee17c73a,0,0,0,0,0,0,0
1533,1533,37fee3dc-c557-46b3-8b87-8f34ecf34f4d,0,0,0,0,0,0,0
1534,1534,37fee3dc-c557-46b3-8b87-8f34ecf34f4d,0,0,0,0,0,0,0
1535,1535,380c1d71-07bb-4e1e-ac27-dc3004b4795d,1,1,0,0,0.795082271,0,0
1536,1536,382c35fa-73a0-4c66-903f-f5db3c81c163,1,1,1,0,0.95367521,0.794,0
1537,1537,383b445a-004f-4c4e-bc53-3a8ffecc4b86,1,1,1,1,0.538220882,0.72,0.175376543
1538,1538,383b445a-004f-4c4e-bc53-3a8ffecc4b86,1,1,1,1,0.538220882,0.72,0.175376543
1539,1539,384b557e-b98d-48b7-b559-1fe82e4cbd47,0,1,0,0,0.535871744,0,0
1540,1540,386099ce-0ceb-4034-b775-d449130f2ec2,0,0,0,1,0,0,0.169037562
1541,1541,38773f93-6001-4cf7-b468-a1607c7c99b5,0,0,0,0,0,0,0
1542,1542,38773f93-6001-4cf7-b468-a1607c7c99b5,0,0,0,0,0,0,0
1543,1543,387b6d5b-d59f-4e93-a668-84afe42bcda0,1,1,1,1,0.998753905,0.947,0.598905797
1544,1544,38809d25-df22-44cc-b7e0-b49e66ad293e,1,1,1,0,0.892267644,0.844,0
1545,1545,38809d25-df22-44cc-b7e0-b49e66ad293e,1,1,1,0,0.859606206,0.844,0
1546,1546,38832ca0-eafe-468c-b13d-0cd701081bf2,0,0,0,0,0,0,0
1547,1547,389841d9-c212-43ce-ab1d-730a6deeff9b,0,1,0,0,0.503723145,0,0
1548,1548,3898e51a-f33b-4cfa-82c7-f4464e8633aa,0,0,0,0,0,0,0
1549,1549,3898e706-e4e3-4b8f-9812-0d972e40cd48,1,1,1,0,0.978160322,0.794,0
1550,1550,3898e706-e4e3-4b8f-9812-0d972e40cd48,1,1,1,0,0.978160322,0.794,0
